x,y,pitchType,pitchTypeFull,type,Vel,HorzBrk,IndVertBrk,RelX,RelZ,StuffPlus
-1.272937412,-0.07299088193,SL,Slider,Slider,84.8,-9.8,-1.5,-1.5,6.1,112
0.518496,-0.6149190392,FA,Fastball,Fastball,94.6,-0.4,6.4,-1.4,6.4,79
0.3014428235,-0.7329320278,FA,Fastball,Fastball,92.4,1.8,6.5,-1.2,6.4,71
-0.631872,-0.4760596089,FA,Fastball,Fastball,95,-3,6.6,-1.2,6.6,81
3.166065882,2.746933935,FA,Fastball,Fastball,95.4,-2.6,6.5,-1.2,6.4,83
3.027430588,1.708456881,SL,Slider,Slider,84.4,-8.8,-3.8,-1.6,6,105
-0.3669218824,0.04900124292,FA,Fastball,Fastball,93.5,-4.2,6.5,-1.2,6.3,74
2.22792,2.163142261,SL,Slider,Slider,85.1,-5.2,-4.4,-1.6,6.1,104
-0.6265058824,1.119566381,FA,Fastball,Fastball,92.7,-3.8,6.9,-1.1,6.5,71
-1.360301647,-0.6150325278,FA,Fastball,Fastball,93.8,-2.2,5.3,-1.3,6.4,78
0.6434894118,0.4408194727,SL,Slider,Slider,84.2,-5.8,-6.6,-1.6,6.1,100
0.6913976471,0.7678116212,FA,Fastball,Fastball,92.7,-2.2,8.1,-1.6,6.4,71
1.304318118,0.1661200967,FA,Fastball,Fastball,91.8,-2.5,1.9,-1.6,6.4,78
-0.2571303529,0.1394453438,FA,Fastball,Fastball,92.6,-4.8,8.3,-1.6,6.3,71
-0.2328296471,0.51102901,FA,Fastball,Fastball,96.5,-3.2,8.9,-1.4,6.2,85
1.709378824,0.289487391,FA,Fastball,Fastball,97.8,2.5,9.5,-1.8,5.7,84
0.9877270588,0.787260077,FA,Fastball,Fastball,97.1,2.6,10,-1.7,5.8,81
-0.1843270588,-1.641166175,SL,Slider,Slider,86.9,-7.9,0,-1.7,5.9,116
2.218743529,0.3326691762,SL,Slider,Slider,88,-14.4,-0.8,-1.7,5.9,133
1.480489412,1.024917704,FA,Fastball,Fastball,96.5,-2.1,10.7,-1.7,5.8,83
0.8506687059,-0.4264007467,FA,Fastball,Fastball,97.4,-2.2,5.4,-1.4,6,97
1.447298824,-0.6110496557,SL,Slider,Slider,86.5,-8.6,-7.6,-1.7,5.9,127
0.5939562353,-1.92446324,SL,Slider,Slider,86.3,-7.9,-1.1,-1.9,5.8,114
-1.174393412,0.2172395693,FA,Fastball,Fastball,96.3,-0.9,9.2,-1.7,5.8,83
-1.097642824,0.05254660798,FA,Fastball,Fastball,96.6,-2.8,9.4,-1.4,6.1,85
-2.301049412,-1.238373078,FA,Fastball,Fastball,97,0.1,9.5,-1.3,6.2,85
1.641543529,0.3685265612,SL,Slider,Slider,87,-11.3,-6.6,-1.6,5.9,133
1.484738824,1.517660371,FA,Fastball,Fastball,97.3,-3.8,9.2,-1.4,6.2,87
1.408096941,0.4017619709,FA,Fastball,Fastball,94.5,-2.7,9.4,-1.6,6,78
-0.6274701176,-0.1916225853,FA,Fastball,Fastball,94.6,-1.1,7.3,-1.6,6.1,79
-0.2256465882,-0.3656012003,FA,Fastball,Fastball,93.8,-4.3,8.1,-2.2,5.7,76
1.161365647,-3.494671247,SL,Slider,Slider,84.9,-7.3,-4.5,-2.1,5.8,104
0.5058988235,-0.150779658,FA,Fastball,Fastball,95.9,-5.2,9.9,-1.6,6.1,82
-0.9139877647,-3.74703849,SL,Slider,Slider,86.5,-7.2,-1.4,-1.9,5.7,114
-0.4465468235,-1.274498954,FA,Fastball,Fastball,96.4,-2.2,11.8,-1.4,6.1,83
2.852555294,1.02937555,FA,Fastball,Fastball,95,-2.4,10.9,-1.4,6.1,80
-0.09289270588,-0.4090727505,FA,Fastball,Fastball,93.1,-2.5,7.8,-1.6,6,74
-2.041115294,-1.072464969,SL,Slider,Slider,82.9,-16.3,-6.4,-1.8,5.8,121
-0.7149035294,0.8171355658,FA,Fastball,Fastball,94,-1.3,9.8,-1.4,6,76
-0.5795181176,-2.283087535,SL,Slider,Slider,85.5,-5.8,-6.3,-1.8,5.8,112
-0.01610767059,-0.6130856858,FA,Fastball,Fastball,96.1,-1.6,6.8,-1.2,6.2,87
0.4829604706,1.414704137,FA,Fastball,Fastball,94.1,-7.3,5.1,-1.5,6,76
0.8935002353,-0.7590122749,FA,Fastball,Fastball,94.3,-0.4,7.5,-1.7,6,78
0.6626597647,-2.497715951,SL,Slider,Slider,85.3,-11.2,-7.1,-1.7,5.8,121
-0.2551538824,0.8110214744,FA,Fastball,Fastball,95.2,-5.6,10.2,-1.6,6,80
-1.304741647,-1.127759126,SL,Slider,Slider,86.3,-8.1,-2.1,-1.9,5.7,115
-1.319761412,0.5273358819,FA,Fastball,Fastball,94.3,-3.1,5.7,-1.5,6,80
-0.2640127059,0.1936867756,FA,Fastball,Fastball,95.8,-1.7,9.9,-1.4,6.1,82
-0.2191044706,-0.4277196345,FA,Fastball,Fastball,93.2,1,7.4,-1.9,6,74
-2.013698824,0.471977794,FA,Fastball,Fastball,95.3,-2,7.9,-1.6,6,82
0.8573181176,0.8596020996,SL,Slider,Slider,84.9,-10.9,-0.5,-2,5.7,117
-0.07995585882,-0.3956787517,FA,Fastball,Fastball,94.7,-4.3,8.2,-1.5,6,79
-1.149526588,-2.490977968,SL,Slider,Slider,85,-10,-4,-1.8,5.8,113
-0.06283736471,-1.234142001,SL,Slider,Slider,86.4,-12,-2.2,-1.9,5.7,126
-0.959088,-1.799323109,SL,Slider,Slider,85.3,-6.1,-7,-2,5.7,110
-1.381202824,-2.209140672,SL,Slider,Slider,85.3,-9.6,-6.1,-2,5.6,115
-0.4354023529,-0.2734773815,SL,Slider,Slider,85.5,-15.1,-2.2,-1.8,5.8,132
0.1004147294,-0.8722460286,FA,Fastball,Fastball,95.9,-3.6,5.8,-1.6,6,87
-2.063562353,-0.8073513709,SL,Slider,Slider,84.1,-13.4,-2.4,-1.8,5.8,122
-1.430710588,-1.37532795,SL,Slider,Slider,85.4,-12.8,-1.2,-1.8,5.8,126
-0.5989030588,-1.215833466,SL,Slider,Slider,86.1,-15.3,-0.9,-1.6,5.7,135
-3.214729412,-1.155611984,SL,Slider,Slider,84.6,-9.9,-3.1,-1.7,5.7,111
1.501736471,1.596436012,FA,Fastball,Fastball,95.3,-3.7,5.3,-1.5,6,85
-1.097203765,-1.137756124,FA,Fastball,Fastball,94.1,-2.9,4.2,-1.6,5.9,81
-0.7794367059,-0.2916732147,FA,Fastball,Fastball,95.1,-3.6,7.2,-1.6,5.9,82
-1.023439059,-2.682477121,SL,Slider,Slider,85.3,-16.2,-2.9,-1.8,5.8,134
-0.6160065882,0.5310437148,FA,Fastball,Fastball,94.1,-4.9,4.3,-1.6,5.9,80
-1.682738824,-2.899250878,SL,Slider,Slider,85.2,-9.3,-4.7,-1.6,5.9,112
-1.578832941,-1.421184608,SL,Slider,Slider,84.5,-9.9,-2.1,-1.7,5.8,110
0.4532103529,-0.4836292686,FA,Fastball,Fastball,94.6,-5.3,3.6,-2.1,5.6,83
-0.7205322353,-1.636772883,SL,Slider,Slider,86.2,-15.1,-1.8,-1.6,5.9,135
1.968494118,0.4360058314,SL,Slider,Slider,85.1,-11.7,-5.8,-1.7,5.9,118
-0.197496,1.10787414,FA,Fastball,Fastball,96,-3.5,10.1,-1.3,6.1,83
-1.254076235,-1.637242531,SL,Slider,Slider,85,-6.7,-3,-1.5,5.8,103
0.3419223529,0.06262421987,FA,Fastball,Fastball,95.6,-1.4,7.4,-1.1,6.2,84
-2.576950588,-1.673327322,FA,Fastball,Fastball,94,-1.4,4.4,-1.4,6.1,81
0.4279468235,0.4334539707,FA,Fastball,Fastball,93,-4.6,8.1,-1.7,6,73
0.6527548235,0.7495797365,SL,Slider,Slider,83.7,-13.4,-3.3,-1.8,5.9,119
-1.236344471,-3.202437102,SL,Slider,Slider,86.3,-11.9,-8.3,-1.6,5.8,133
1.74624,0.9865457631,SL,Slider,Slider,83.9,-14.1,-3.2,-1.9,5.7,122
0.5730494118,1.956295335,FA,Fastball,Fastball,93.8,-5.6,9.4,-1.4,6.1,76
-2.009731765,-1.623402211,SL,Slider,Slider,81.7,-10,-7.3,-2,5.9,96
0.389088,1.775895791,FA,Fastball,Fastball,91.3,-5.2,8.3,-1.7,6,71
-1.738447059,-0.2016861829,FA,Fastball,Fastball,91.2,-4.2,7,-1.7,6,70
-0.8252710588,0.4203272648,FA,Fastball,Fastball,93.2,-4.5,4.5,-1.6,6,76
-0.9299011765,1.548165424,FA,Fastball,Fastball,95.2,-2.8,8.6,-1.4,6.2,81
-1.290014118,-0.7174594721,FA,Fastball,Fastball,92.8,-1.6,6,-1.7,5.9,75
-0.9097623529,-0.05271261464,FA,Fastball,Fastball,94.5,-4,8.1,-1.7,5.9,78
1.198842353,1.219740372,FA,Fastball,Fastball,92.3,-8.8,6.1,-1.7,6,70
-0.9382912941,-0.2941735702,FA,Fastball,Fastball,92.4,-8.2,7.9,-1.6,6,71
-2.109967059,0.5329890804,FA,Fastball,Fastball,96,-2.2,7.1,-1.4,6.1,86
-1.099595294,-2.151981105,SL,Slider,Slider,85.2,-7.6,-7.2,-1.7,5.8,111
-0.3916983529,1.384784719,FA,Fastball,Fastball,95.4,-3.8,10.2,-1.6,5.9,81
-1.658089412,-0.03026454271,FA,Fastball,Fastball,93.3,-4.8,8.5,-1.7,5.9,75
-0.632328,0.1653384212,FA,Fastball,Fastball,99.1,-0.5,10.5,-1.2,6.1,89
-1.259490353,-1.516881049,SL,Slider,Slider,85.8,-4.7,-3.4,-1.6,5.7,107
0.3859736471,-0.6317738411,SL,Slider,Slider,86.5,-6.1,-3.5,-1.6,5.6,113
0.2496635294,0.4497767593,FA,Fastball,Fastball,96.6,-1.7,11.5,-1.8,5.7,82
-2.145232941,-4.239169877,CU,Curveball,Curveball,80.5,-8.9,-13.3,-1.3,5.8,94
0.7404550588,0.6424614684,FA,Fastball,Fastball,98.5,0.3,8,-1.5,5.8,91
0.04116465882,0.2125516563,FA,Fastball,Fastball,98.3,2.3,6.8,-1.6,5.7,91
0.2159802353,-1.110449615,FA,Fastball,Fastball,98.9,-2.9,13.3,-1.4,6.1,88
1.681510588,0.6867565831,SL,Slider,Slider,85.3,-8,-3.6,-1.8,5.7,108
0.08240230588,0.6827365855,FA,Fastball,Fastball,97.9,-5.2,10.4,-1.4,6,86
-1.652145882,-1.451839355,FA,Fastball,Fastball,97.3,-2,10.2,-1.3,6,84
0.09497632941,-0.2097563309,FA,Fastball,Fastball,97.2,-1.6,10.4,-1.5,6,84
0.8838677647,0.5204826413,FA,Fastball,Fastball,98.6,-5.4,11.7,-1.3,6.1,86
0.8237096471,1.041947915,FA,Fastball,Fastball,96.4,-2.8,10.7,-1.4,6.1,82
-0.1806677647,-0.09832618321,FA,Fastball,Fastball,95.2,-3.8,7,-1.1,6.1,80
-0.2151628235,0.236678789,SL,Slider,Slider,84.8,-9,-2.3,-1.6,5.7,109
0.1522531765,0.5893901105,SL,Slider,Slider,87,-10.2,-2.2,-1.5,5.7,123
0.8325487059,1.323738758,FA,Fastball,Fastball,97.7,-1,10.9,-1.3,6.1,84
-0.2953129412,0.4570045126,SL,Slider,Slider,86,-11.8,1.2,-1.5,5.7,124
0.1806691765,-1.366083883,SL,Slider,Slider,86.7,-6.7,-2.3,-1.7,5.7,114
-0.7327016471,0.9893676648,FA,Fastball,Fastball,97.9,-5.5,12.2,-1.7,5.6,85
0.9917844706,1.018779643,FA,Fastball,Fastball,96.8,0.2,7.9,-1.6,5.7,85
0.5129774118,-0.1156627698,SL,Slider,Slider,84.1,-9.7,-1.1,-1.6,5.7,110
0.5548757647,-0.1485188235,SL,Slider,Slider,86.3,-9.5,-2.5,-1.4,5.8,119
0.4148865882,0.8645742557,SL,Slider,Slider,85.9,-12.6,-1,-1.8,5.7,126
-0.9358150588,0.1496430021,FA,Fastball,Fastball,97.2,-3.7,9.2,-1.2,6.1,85
0.2569736471,-1.421480702,SL,Slider,Slider,88.3,-4.5,-3.6,-1.4,5.9,124
-1.107642353,0.2031115071,FA,Fastball,Fastball,94.9,3.5,11,-1.8,5.6,72
0.4007562353,-1.439346876,FA,Fastball,Fastball,94.2,2.8,11.5,-1.7,5.7,72
-0.7867849412,-2.200118023,FA,Fastball,Fastball,94.4,3.3,6.4,-1.3,6,77
-0.3234155294,1.862926433,FA,Fastball,Fastball,94.5,-5.1,9.4,-1.3,6,77
-1.689487059,-0.8839900057,FA,Fastball,Fastball,95.7,0.8,12.2,-1.5,5.9,78
-0.2669167059,-0.3553957108,FA,Fastball,Fastball,93.6,-5.4,9.2,-1.8,5.8,74
-1.367309647,-0.3955529205,FA,Fastball,Fastball,94.1,-2.4,8.3,-1.5,5.9,75
-1.024816941,-1.224121461,FA,Fastball,Fastball,95,1.9,8.1,-1.8,6,77
-1.567778824,-2.489651187,SL,Slider,Slider,84.3,-6.5,0.5,-1.9,5.7,102
0.3180663529,-0.6408260028,SL,Slider,Slider,82.8,-7.8,0.3,-2,5.7,103
0.8065242353,0.01909432904,FA,Fastball,Fastball,96,-5.7,11.7,-1.4,6.1,81
1.156187294,-1.529817184,SI,Sinker,Sinker,96.4,10,10.3,-1.8,5.6,80
1.492164706,0.006293925171,FA,Fastball,Fastball,97.1,-2.9,9.5,-1.3,6.1,85
-0.7719585882,0.4208557815,FA,Fastball,Fastball,96.7,-1.7,5.9,-1.4,6,89
-1.780630588,-2.336370005,SL,Slider,Slider,84.5,-5.7,-3.6,-2.1,5.6,98
1.447327059,-0.02489270317,FA,Fastball,Fastball,95.6,-1.7,4.7,-1.4,5.9,86
-1.515896471,-1.288869081,SL,Slider,Slider,86,-9.6,-1.4,-1.8,5.6,117
-0.07976682353,-0.4850727066,SL,Slider,Slider,84.7,-9.7,-3.4,-1.8,5.7,110
1.150763294,-0.1034500372,SI,Sinker,Sinker,96.5,6.7,9.4,-1.4,6,73
1.124034353,-0.3645447356,FA,Fastball,Fastball,95.9,-1.4,9.2,-1.6,6,81
-0.01166600471,0.4993053612,FA,Fastball,Fastball,95.3,3.3,7.8,-1.5,6.1,77
0.3237077647,0.3227278429,SL,Slider,Slider,85.5,-13.7,-0.9,-1.6,5.8,129
-1.105476706,-2.004344304,SL,Slider,Slider,83.6,-8.3,-1,-1.7,5.6,103
-1.424103529,-1.178075238,FA,Fastball,Fastball,95.2,-6.6,8.9,-1.5,6,78
-2.084117647,-1.529521148,FA,Fastball,Fastball,95.9,-2.9,7.1,-1.5,5.8,83
-2.684512941,-2.885442212,FA,Fastball,Fastball,95.1,2.6,10,-1.7,5.9,75
0.3516395294,-0.6063031896,FA,Fastball,Fastball,96.2,2.7,6.5,-1.5,5.9,84
1.680931765,0.9108002923,FA,Fastball,Fastball,95.9,-3.4,10.8,-1.4,5.9,81
0.3454658824,2.217422081,FA,Fastball,Fastball,94.3,-4.2,10.3,-1.5,6,77
-1.323556235,-1.332990061,FA,Fastball,Fastball,93.1,0.7,9.4,-1.7,5.8,72
-0.4709336471,0.7970776599,FA,Fastball,Fastball,94.6,-3.7,8.8,-1.5,5.9,77
-1.141932706,-0.1961097838,FA,Fastball,Fastball,95.1,-0.6,9.6,-1.7,5.8,78
-0.6291670588,-1.051486678,FA,Fastball,Fastball,97.1,1.4,5.2,-1.6,5.9,92
-0.7529025882,0.8964056921,FA,Fastball,Fastball,95.6,-3.7,11.4,-1.8,5.6,81
0.1209230118,-0.5525925801,FA,Fastball,Fastball,93.1,2.3,10.5,-1.7,5.5,70
0.9106814118,0.04715025082,FA,Fastball,Fastball,94.5,-2.9,10.8,-1.5,6,78
0.2283430588,-1.086543928,FA,Fastball,Fastball,95.7,-0.5,6.5,-1.3,6,83
-0.8360823529,-0.8801978395,FA,Fastball,Fastball,96.3,-0.4,7.1,-1.2,5.9,85
-0.2429265882,-0.1228238836,FA,Fastball,Fastball,95.9,-3.3,4.9,-1.3,6,86
-0.5234795294,-1.074686605,SL,Slider,Slider,86.4,-8.8,-1.6,-1.8,5.6,117
-0.467256,-0.421903598,FA,Fastball,Fastball,96,-1.1,9.1,-1.4,6,81
-0.2941821176,-0.6769198006,FA,Fastball,Fastball,96.6,-1.2,7.7,-1.5,6,85
-0.6923392941,-1.202989253,FA,Fastball,Fastball,94.1,3.8,8.7,-1.9,5.5,72
0.9091341176,0.2574261553,FA,Fastball,Fastball,95.8,-4,8.5,-1.7,5.6,81
0.144288,-2.114814434,SL,Slider,Slider,85.5,-10.7,-2.4,-1.7,5.6,118
1.119621176,-0.0583554229,SL,Slider,Slider,86.9,-10.8,-0.1,-1.8,5.6,123
0.6341802353,0.0474700557,SL,Slider,Slider,85.9,-8,-1.5,-1.7,5.6,112
-0.5895021176,-1.686496021,SL,Slider,Slider,85,-5.9,-3,-1.6,5.7,102
0.9954508235,1.977246723,FA,Fastball,Fastball,95.9,-4.4,8,-1.5,6,82
0.1012973647,0.3858304824,SL,Slider,Slider,85.1,-15.3,-1.6,-1.8,5.7,132
-1.645835294,-1.525282556,SL,Slider,Slider,86.4,-13.1,-3.2,-1.6,5.5,130
-0.1127688,0.03110131332,FA,Fastball,Fastball,96.1,-3.2,5.2,-1.5,6,87
0.69756,-1.738862753,SL,Slider,Slider,86.8,-5,-6.5,-1.5,5.7,125
0.3840098824,0.9607163408,SL,Slider,Slider,85.7,-9.7,-1.5,-1.7,5.6,116
0.4230338824,-0.2596166566,FA,Fastball,Fastball,96.2,1.4,7.4,-1.2,6.1,83
1.091333647,0.7595116068,FA,Fastball,Fastball,97.2,2.3,6.6,-1.6,6.4,88
-0.5338814118,-1.091110243,SL,Slider,Slider,84.3,-8.7,-4.3,-1.9,6.1,101
-0.9648592941,-0.4435035146,SL,Slider,Slider,85,-8.2,-2.4,-1.8,6.1,105
0.6446569412,0.4644336511,FA,Fastball,Fastball,97.7,1.3,6.4,-1.6,6.5,92
0.3008343529,-0.132367779,SL,Slider,Slider,84.8,-6.4,-5.1,-1.7,6.2,101
1.293920471,0.8797363733,SI,Sinker,Sinker,97.1,12.6,12.5,-1.8,6.1,88
1.486037647,2.441818288,FA,Fastball,Fastball,97.4,0.1,9.1,-1.6,6.5,97
-0.3148672941,0.4356327684,FA,Fastball,Fastball,98,1.5,10.2,-1.2,6.5,86
-0.1403479059,1.610744633,FA,Fastball,Fastball,96.2,3.3,10.2,-1.9,6.1,77
-0.2122263529,-0.6110296197,SL,Slider,Slider,85.5,-12.6,-1.4,-1.8,6,121
-0.2111265882,-0.2953693598,SL,Slider,Slider,85.5,-7.4,-6.7,-1.8,6.1,111
-0.5355049412,1.015245535,FA,Fastball,Fastball,94.1,0.5,11.7,-1.9,6.1,75
-0.8147138824,-2.2893968,SL,Slider,Slider,84.3,-5.7,-8,-1.9,6.1,101
-1.288224,-1.821301264,SL,Slider,Slider,85.1,-11.8,-2.4,-1.9,6.1,117
-0.7782847059,0.09892096714,SI,Sinker,Sinker,96.4,11.4,11.7,-1.8,6.1,81
0.1273653176,-0.7860285614,SL,Slider,Slider,84.7,-7.8,-5.5,-1.8,6.1,102
-2.35632,-1.273683817,SL,Slider,Slider,84.6,-6.6,-0.9,-1.7,6.1,100
-2.306894118,-1.319090796,SL,Slider,Slider,85,-10,-1.8,-1.9,6.2,110
2.171618824,-0.3317996132,SI,Sinker,Sinker,97,13.2,9.7,-2,6.1,95
-0.3321388235,-0.04061652717,FA,Fastball,Fastball,97,0.8,6.5,-1.6,6.5,89
0.1576757647,-0.171784124,FA,Fastball,Fastball,97.5,-4,7.4,-1.5,6.5,89
0.3324818824,-0.8271796382,SL,Slider,Slider,83,-5.3,-8.8,-1.8,6.2,94
1.164348706,1.496150397,FA,Fastball,Fastball,95.1,7.7,8,-1.8,6.1,74
-0.1149238588,-0.1964121161,FA,Fastball,Fastball,96.4,-0.8,7.9,-1.4,6.5,84
-0.6464541176,-0.006692996582,SL,Slider,Slider,84.4,-12.1,-1.7,-2,6.1,116
0.2166352941,0.4196342096,FA,Fastball,Fastball,96.5,-0.9,10.4,-1.6,6.4,82
1.677232941,1.210314948,FA,Fastball,Fastball,97.8,-3.2,9.5,-1.5,6.6,88
-1.838315294,-1.135071939,CU,Curveball,Curveball,80.9,-14.5,-11.2,-1.4,6.4,102
-1.215669176,-2.375044765,SL,Slider,Slider,85.2,-4.7,-7.4,-1.8,6.1,109
0.4825129412,0.8616970968,FA,Fastball,Fastball,97.2,-2.1,10.3,-1.2,6.6,84
-1.494465882,-0.7061644427,SL,Slider,Slider,84.3,-4.1,-5.7,-1.8,6.2,100
-0.02651110588,0.9722819884,FA,Fastball,Fastball,95.6,-1.5,10.1,-1.5,6.5,80
1.003533176,0.7044956054,FA,Fastball,Fastball,94.9,3.2,9.3,-1.8,6.1,74
-1.632818824,-4.061043679,CU,Curveball,Curveball,78.6,-12.3,-14.8,-1.3,6.3,95
0,,,,,-,-,-,-,-,97
-0.5488729412,-1.074066536,SL,Slider,Slider,85.3,-11.3,-5.1,-1.8,6.1,116
-0.6706828235,0.8308807622,FA,Fastball,Fastball,97.9,-1.5,11.3,-1.5,6.4,85
-1.214179765,-0.9466770067,SL,Slider,Slider,86.9,-12,-2,-1.8,6.2,125
1.889703529,0.4396851076,SL,Slider,Slider,84.3,-7.3,-7.9,-1.8,6.1,101
0.2158616471,0.1892346087,FA,Fastball,Fastball,96.1,-0.6,7.9,-1.4,6.5,83
-1.442004706,0.1591798825,FA,Fastball,Fastball,94.1,-0.6,14.8,-1.9,6.1,81
-0.9470442353,-2.255345382,SL,Slider,Slider,84.4,-9.3,-6.4,-1.6,6.2,104
-0.3935223529,0.4572268376,FA,Fastball,Fastball,95.6,0.8,12,-1.9,6.2,78
-0.7196329412,-2.80597751,CU,Curveball,Curveball,79.2,-12.9,-14.8,-1.6,6.2,96
1.447016471,0.5279537915,SL,Slider,Slider,83.8,-9.4,-5.1,-1.7,6.2,100
-1.454272941,-1.762204274,FA,Fastball,Fastball,96.7,4.1,8.3,-1.4,6.4,81
-0.9506654118,0.7290137074,FA,Fastball,Fastball,97.2,1.4,8,-1.8,6.1,86
-0.09711896471,0.3897962002,SL,Slider,Slider,85.9,-8.1,-4.4,-1.8,6.1,111
-1.62024,-1.341039057,SL,Slider,Slider,86.1,-5.9,-1.5,-1.6,6.2,108
-1.309877647,-1.104005264,FA,Fastball,Fastball,97.8,4.9,9.5,-1.4,6.5,80
-0.5108089412,-0.6505759851,SL,Slider,Slider,84.9,-12.7,-10.8,-1.7,6.2,121
2.464814118,2.076305076,SL,Slider,Slider,82.7,-10.1,-0.7,-2.1,6.2,106
-1.797021176,-0.4702966419,FA,Fastball,Fastball,96,-0.9,5.4,-1.6,6.5,87
-1.761543529,-2.02910602,SL,Slider,Slider,83.4,-11.3,-6.4,-1.9,6.1,104
-1.149460235,0.3932190205,FA,Fastball,Fastball,96.4,0.8,7.3,-1.6,6.4,85
-0.9651416471,-0.01577567946,FA,Fastball,Fastball,95.8,-2.1,12.3,-1.6,6.4,97
-0.2502352941,0.440262815,FA,Fastball,Fastball,94.2,-4.4,6.9,-1.6,6.3,81
1.015009412,0.08521099027,FA,Fastball,Fastball,97.2,-2.5,9.3,-1.5,6.3,86
0.7208625882,-0.1264269134,CU,Curveball,Curveball,79.5,-16.9,-12.3,-1.5,6.3,104
-2.413157647,-3.815983931,CU,Curveball,Curveball,79.5,-11.7,-14.7,-1.4,6.4,95
-1.130559529,-0.206750317,SL,Slider,Slider,83.8,-13.2,-5.2,-1.9,6.2,113
0.8036456471,0.5776033046,FA,Fastball,Fastball,95.1,-1.9,5.4,-1.6,6.4,82
0.7689712941,-0.00096242123,FA,Fastball,Fastball,97.5,7.3,10.7,-1.5,6.4,74
0.9683223529,-0.07382282219,FA,Fastball,Fastball,94,6.8,12.4,-1.9,6,64
-1.051341176,-0.8603222287,FA,Fastball,Fastball,93.5,3.8,7.3,-1.7,6.1,73
-0.02632404706,1.336140767,FA,Fastball,Fastball,96.2,-3.5,7.4,-1.3,6.5,97
-1.476677647,-2.231759467,SL,Slider,Slider,84.1,-8.5,-3.5,-1.7,6.2,97
-2.372950588,-1.121810556,FA,Fastball,Fastball,94.9,-1.1,1.1,-1.6,6.4,84
1.009171765,-0.2977670363,FA,Fastball,Fastball,94.6,2.1,6.9,-1.9,6,97
-0.1362076235,0.03560457746,SL,Slider,Slider,83.5,-8.8,-7.5,-1.8,6.2,97
0.1154885647,0.7217236852,FA,Fastball,Fastball,95.4,5,18.1,-1.9,6.1,77
-0.4628992941,-0.03714909505,SL,Slider,Slider,80,-8.8,-8,-2.1,6.2,90
-0.8830037647,-0.9129250578,SL,Slider,Slider,82.6,-10.2,-3.1,-1.8,6.1,102
-0.5327322353,0.1669100589,SL,Slider,Slider,82.6,-14.6,-8.8,-2.1,5.9,110
-0.9226574118,0.1776019416,FA,Fastball,Fastball,93.1,3.2,6.8,-2.1,5.8,72
0.6096931765,0.02446926905,SL,Slider,Slider,81.8,-12.3,-2,-2,6.1,111
0.5816442353,0.5240719609,FA,Fastball,Fastball,96.5,5.7,11,-2.3,5.9,97
-2.061769412,-1.757706896,SL,Slider,Slider,84.2,-16.2,-5.3,-1.7,6.2,97
-1.228218353,-1.295586052,SL,Slider,Slider,84,-13.2,-4.8,-1.9,6.2,73
0.09402988235,0.6730142274,FA,Fastball,Fastball,95.8,-0.2,5.5,-1.5,6.5,86
1.031319529,1.211581996,FA,Fastball,Fastball,94.8,3.8,12.1,-2,6,71
-1.595731765,-0.9719704966,FA,Fastball,Fastball,96.1,-2.8,8.5,-1.5,6.5,97
0.8501463529,0.02441931157,SL,Slider,Slider,86,-15.7,-3.6,-1.8,6.2,82
-0.5984625882,-0.5281177159,SL,Slider,Slider,83.5,-13.6,-5,-1.9,6.2,114
-0.4995091765,-0.4389191153,FA,Fastball,Fastball,98.1,3.5,-0.7,-1.6,6.5,117
0.2073543529,-1.863558461,FA,Fastball,Fastball,95.2,6.3,8.4,-2.1,5.6,73
1.912856471,1.06957862,FA,Fastball,Fastball,95.2,-1.4,6.4,-1.8,5.9,81
0.4472541176,-0.536254668,FA,Fastball,Fastball,94.9,-0.6,9.2,-1.7,5.8,77
0.74652,1.84226628,FA,Fastball,Fastball,96.4,-1.8,9.2,-1.6,6,83
-0.03982051765,-0.957915854,FA,Fastball,Fastball,94.5,-3.3,8.2,-1.9,5.7,77
-2.139952941,-0.8368794193,FA,Fastball,Fastball,96.4,3.6,12.5,-1.6,5.9,75
0.8319501176,1.037469296,FA,Fastball,Fastball,92.5,-0.5,7.4,-1.9,5.8,71
0.2260616471,0.04293686695,FA,Fastball,Fastball,94.3,1.3,10.5,-1.8,5.8,74
-1.797261176,-0.6831985304,SL,Slider,Slider,86.7,-10.6,1.1,-2,5.7,122
-0.7963058824,-1.09562506,SL,Slider,Slider,88,-15.6,-3.6,-1.9,5.7,140
0.1365786353,-0.4633523716,SL,Slider,Slider,86,-8.9,-0.3,-1.8,5.7,115
1.321176,1.64459087,FA,Fastball,Fastball,95.8,-0.3,13.4,-2,5.6,81
-0.6295185882,-0.1610327987,FA,Fastball,Fastball,96.2,-1.8,11.7,-1.8,5.9,81
0.051984,1.276282362,FA,Fastball,Fastball,95.6,-5.6,10.3,-1.6,6,80
-0.3239731765,-0.7939448332,FA,Fastball,Fastball,95.2,-0.9,10.6,-1.5,6,78
1.688145882,1.085603697,FA,Fastball,Fastball,95.7,6,13.7,-1.9,5.8,68
-0.2919247059,0.4850808838,FA,Fastball,Fastball,95.9,-3.1,6.3,-1.6,6,85
-1.877872941,-4.158674356,CU,Curveball,Curveball,80.6,-9.2,-14.8,-1.4,5.8,97
0.06208616471,0.7926683787,FA,Fastball,Fastball,97.4,-1,11.7,-1.5,6.1,83
1.270454118,-0.8991558363,SL,Slider,Slider,85.1,-9.5,-0.2,-2,5.6,113
